ride_id,member_casual,ride_length
1D2A4E1F279D234F,casual,14.6321
170E6D2A1B3BD83A,member,12.426166666666669
6F9DA199966D6753,member,16.41995
498FFD9783D79B25,member,1.43755
74A679977692AA72,member,23.16453333333333
B1D655B1221C0507,member,7.46415
1B60B5C7CB6B46D5,member,11.580266666666668
C976DE285515085B,member,13.383666666666668
8C6DC8A16FD91BC2,casual,8.185
2EC2DB0BD8A7EAF5,casual,29.890416666666667
3E83692F325BB96D,member,6.03655
BD7E5EDB0C442037,member,4.656466666666666
DCE503B75F7CD301,member,2.1384333333333334
329C652C628EFB07,casual,1.9439833333333327
5EBFE24DF5EFF976,member,1.6820333333333333
DA8833E6C1B6A049,member,33.27993333333333
AE7FFF8BCD220614,member,10.5267
F647FD7F8157C781,member,1.0763333333333334
7AFD22B78E5BD940,member,3.002333333333333
EAFDE70B40FDC261,casual,9.21405
D40D51950C941D6B,member,3.575283333333333
C6A5D3286E99BF79,member,8.169566666666666
58093BA4BFAE67F2,member,9.122283333333334
ACE5A9254DC499A4,casual,10.422433333333334
0B2F50F5E78A7A36,member,13.137516666666668
ED453C5B6283A7C1,member,8.709683333333334
3573DC79005CCDAD,casual,5.908266666666666
387E8B0A69DD6979,member,10.0257
9C4F4BDD5450ECB4,member,7.096283333333333
2A8E495A2F923EF4,member,1.7650833333333331
7E69A6D382A46E97,casual,32.91416666666667
46F9F65C3B1719A4,casual,35.40275
402AC1EFFDC3E16B,casual,38.26315
43978A07538D8069,casual,4.2778
077C9DE7CD12A0AD,member,4.81085
B05262E8CC65FFFE,member,40.1144
B10D24255EC16954,member,32.862716666666664
53491FECD4362E11,member,5.778416666666667
19923806F94BC78F,member,14.857216666666666
6912C6725DE5A9DE,member,13.2621
50E9FF66A7F6510F,casual,8.766833333333333
DE0B2F080BAE276B,member,12.025883333333333
EA37AD1187A7012C,member,10.13815
B9E70305F6BB0AD2,casual,144.00378333333336
09612741FB35FA51,member,20.0673
37BB5651DC6C9F6B,member,42.47185
7CB82808F3A7395B,casual,112.27541666666666
9A9A391021B05C32,member,9.194466666666669
5DCCC4BC8B2416EC,member,3.295333333333333
B8B0469DDF8D0087,member,5.362066666666666
76731345993A0EC8,member,6.54415
21B9D534BE99D36D,member,1.9464
7F60CFFE5CD99891,member,4.345916666666667
C0B0EE0507141400,member,3.4009333333333336
A62D43DB28363538,member,4.5216
410F7BD8DB85DEFF,member,35.094366666666666
4C1A306E4349F6CD,member,22.269383333333334
219B43411A3A902A,member,3.0566
684F8D840177F4F0,member,7.171266666666667
1D5179088CA0E558,member,6.258349999999999
D20B56ECF3515650,member,6.253983333333333
47FAF73ED0FC1DFB,casual,19.25521666666667
54267E7C0DDBB972,member,4.316366666666667
4B42FE9229DBA468,member,4.1017
C0103FD28684789B,member,6.75
791B2E939FC56968,member,3.566616666666667
4BF80D3B6025862A,member,4.092933333333333
4E9D3495900448DC,member,5.4927
E70DB58CFCC915EC,casual,25.33015
8F410DDE74823C11,casual,29.96655
8C22711614F7CF27,member,7.14155
BE8129D7CF25B964,member,5.535716666666667
B4FB467CDC99726B,member,6.8583
FA8C9272E2E3F5FD,member,73.35501666666667
52A882436805F26A,member,10.6278
2733D8E903D0D4B7,member,1.3669833333333334
FB3E44D62AEC95D6,member,11.968683333333331
46CC39DE6012E114,member,3.2680833333333337
6A04E5E7C8F687DD,member,4.438599999999999
09AEE16FA4A28DCE,casual,27.493616666666664
C0FA8ADDC915E8B9,casual,8.424016666666667
8DE3F3FB2B580E53,member,5.9285
C91750B195B109AD,casual,10.7257
BE2DD017A2774FF7,member,6.062083333333334
CE5CA32CA684B08F,casual,32.164966666666665
93676BB833D295D8,member,2.3991666666666664
DACDD9E576D4BEDF,member,14.194266666666666
A292631A2DFFCA99,member,20.05388333333333
878ED988BC60BB9B,member,9.080666666666668
20E2BDD8E6D9DDFE,casual,34.46908333333333
8CB2F70FA9EA4733,member,7.196983333333334
2EA1DA6E2FA5A0AA,member,6.986983333333333
AE0DD893B7BDA327,member,4.070016666666667
03DDF49BEB64FEA5,casual,7.428433333333333
BCAD584950FCB4C6,member,5.60435
05A81F15A885CDE4,member,3.8332833333333336
408D108BE608B299,member,1.6606999999999998
68548B6E205E6C09,member,9.250866666666669
3835BC00FA8F2DC2,member,3.3663000000000003
5D35F820E785299D,member,1.99685
3D58431580107583,casual,27.71465
D035D5BC4048BC4B,member,13.41755
86DDB624DA16AED2,member,5.0368
7C3D7246EF5E4A94,member,2.8352833333333334
82A12BB9D806482D,casual,5.7022
1060E70A22348C33,member,21.70948333333333
F1AD71ECD75EDF5F,casual,11.383
2EEE36701CF036C0,member,6.437583333333333
740B4BD482AC18B0,member,3.182816666666666
9C177471D4A7454F,member,20.5216
7D0CBD72BFD467AE,casual,13.25675
24DE8F6BEDE6B571,member,4.6936333333333335
84DA966FBC003448,member,8.502483333333334
D089C38233F34593,member,12.634866666666666
12730F8780192687,casual,11.947766666666666
4DFA4C7FA62CBD39,casual,94.5649
9B6E8684932332A0,casual,13.878116666666669
D1D05EE711F6E6F6,member,9.396666666666668
819F83E74E32DB30,member,9.24545
317A62160BD6193A,member,7.8849
7B99AD7FC588FF5D,casual,36.3588
B3D6544E40912029,casual,28.14578333333333
DBABFDFA5BCE7E73,casual,13.4257
B2B51436CD164BDB,member,7.567483333333333
AE907E687761156C,member,13.112150000000002
42D75AB73B80CE19,member,9.979666666666668
E72F258D863EA5B1,casual,13.6827
75A9A4EECC05678F,member,2.300316666666667
D0B5EA9FE8832CDE,member,11.649883333333332
2CE1B3C08E67BF87,member,6.424049999999999
F9255FE22524DE0C,member,15.388783333333333
E7ABD3D38E282F12,member,6.81335
4C92623A60A3825E,member,6.9276
B2D91D9355F9DBDA,casual,46.34145
EE505B9D0B376236,member,10.232716666666668
D2A48A22BBDFA0A7,member,6.707516666666667
C494B0C1C8F820CD,member,31.008866666666663
419B947F8EC6FFC4,member,4.6181
027AB9B0FB8AD3C5,member,6.584266666666666
43A177D668A70DF0,member,33.935383333333334
98C844B6777EDF5C,member,20.27368333333333
E5340957649FBE29,member,10.94635
C51A1F555FA1114A,member,25.31113333333333
6957E27D75FF10C1,member,3.87045
EC0CFD3EE104638E,member,4.070916666666666
209828EBE6CB848B,member,13.567833333333336
68FC792ADA5183AE,member,19.15781666666667
09A65E27CF1ED560,member,10.022933333333333
BCD614F9705BE01E,casual,6.3428
8FC2C4B67A6F6967,member,4.189566666666667
CB506649ECE3F528,member,2.1623
292B03DAFE2D3884,member,1.5874666666666668
857D0712977AF80B,member,5.8421666666666665
B4E5B5F447A0942A,member,15.5277
80ABB3DFC02C0AEC,member,5.3396833333333324
2985CE53503892EF,member,19.358183333333333
708E8FACC0DFF61A,member,25.6305
E8D3FE529A8E4802,member,17.6981
8E44EE1CE0058E62,casual,6.742983333333333
A0535BE626B63F89,member,19.40573333333333
913A7B848A919B34,member,7.777566666666667
AFDDA0B7D876AF99,member,1.4625833333333331
FAAF0C1ACCDC4449,member,8.77345
F3E0CF77DE076252,casual,23.51695
5F4E9B199A69F77E,member,11.355250000000002
B0E3AE6436CBB434,casual,9.312983333333332
0E8CD194919162AB,member,14.843583333333331
41A619698C9A74EF,member,2.297083333333333
8E8615E1AF87844B,casual,32.60423333333333
52EA926DBE1C0EF0,member,6.797016666666667
BB00DC24C18293DE,member,10.5551
D65635986C6780D6,member,8.326699999999999
9AB23223E84C49E2,casual,19.431500000000003
4593EB875483AB00,member,19.19108333333333
0F778EAE3FADFAD5,casual,7.723016666666666
167C4BA6B99A364D,member,5.7543500000000005
A94FED7B833380DB,member,1.62255
517A41455F359F9C,member,22.08215
989064E0B0A4C0D2,member,5.2790333333333335
4D3DD7DB24219BE4,member,13.028816666666668
400B38C3EE51207D,member,10.289166666666668
FF2132BB450B1887,casual,2.654616666666666
1AF2BF6AF03C2081,member,8.826116666666667
7EACB6213EE24492,member,6.211883333333334
FE82243970999AAC,member,4.988733333333333
28F918A8C98A7FE3,casual,11.7201
EDE2A0249FE4C725,member,15.472416666666668
98C05C9D1773B7FA,member,4.45725
5E8F24F1B9274062,casual,5.185149999999999
9790E8895A7683D8,member,7.0916500000000005
D182E9C7E3003BF1,member,5.832516666666667
08C878B6C23DB372,casual,41.13721666666667
79E50B74EE394859,member,21.7919
B74D9F730DFE5A85,casual,16.402083333333334
F429DEA7C061FE62,member,68.2545
BD3145F940B61B29,member,12.447633333333332
002AC0EBFF48882E,member,13.672483333333334
019C9AB0D362B12B,member,37.335166666666666
D143AAEE734CF12F,casual,20.4575
C5985B8B605A779B,member,3.184883333333333
09F2CA7A8F6CDA1D,member,4.67905
4BF20E2A94288376,casual,8.426116666666667
B337988C804F653B,member,6.4632
97E2248D727912D8,member,15.569966666666666
3DCE7BAD2FE84542,member,5.231483333333333
A2BD84ACA2DACA67,member,8.941833333333333
32CC11938097DFA0,member,23.7024
CD4B7C3D9D44D609,member,19.16743333333333
59A59F5AD15D55A0,member,5.1363
334FF5745D4AE4F8,casual,22.93498333333333
589400CC7716AFDA,casual,21.44656666666667
8AF0E5B309EE62D2,casual,7.007949999999999
2F5A2EE87A28B58F,member,4.642333333333334
534654595D0E2618,member,11.39915
2DA278628339E171,member,15.056833333333334
FAEEFB9156846C4C,member,4.885466666666667
6F3CC915598AA9E6,member,14.3324
13255C7B5D66A398,member,10.117066666666666
B0D4313E13F08108,member,9.532866666666669
988F901104D1D367,member,11.55855
F05BB47AC551C8F0,member,6.7167
4B91D15FF4126FBA,casual,10.368466666666666
E6805C7C8316BA67,member,12.973883333333331
1EC37FEF014AB150,member,17.180566666666667
DAFD567E0C34FA58,member,26.383566666666663
48D8FB10C39CEE08,casual,18.796916666666668
2712F614B4158140,member,13.77215
E500C7428D7B74EA,member,35.12878333333333
A48DB1086F27417E,casual,6.718183333333333
B431F00EA7EB1234,member,7.367116666666666
D413A328849793E0,member,5.405133333333334
75E6CAE71F44CF73,member,4.679516666666667
D02625C3D35E2DDA,member,7.550916666666667
0A3B66A637D9E94B,member,20.4049
CD27FFBA6AC014AA,member,45.271883333333335
609260F351453C50,member,29.359716666666667
8F827002A7974BA7,member,6.534283333333334
2E2E2B1913B58CC7,member,19.9103
07CAF9438B72B1DF,member,8.994916666666667
85E6618AA0EE8BB7,member,6.887266666666666
900AEE780D1828B1,member,3.6357333333333335
BC6B7FD7274E7CF8,member,3.9347
4FDC9D67161D3FA5,member,3.6947
6B9ED62D2CB0A555,member,7.937083333333334
B503FB8633FB6FEB,casual,14.980833333333331
DFC7D2253D777735,member,8.502216666666666
D6C4733E16626EFF,member,7.993933333333334
08C457E5E5EFA1AD,member,9.512983333333333
0061E9521DA0CAA1,member,12.280183333333332
E11C6C177DB1203C,member,8.634533333333334
4CD5747D6F54E12A,member,5.001533333333333
43C6A9C0E5B64579,casual,13.543166666666668
A852EB4C60EBB909,member,1.2388333333333332
5EC3093F247E656C,member,4.169433333333333
3B740A40F018CFD4,casual,15.407333333333334
33512FCB1D59D13F,member,5.871316666666667
E0BA92B0F80EE8E0,member,8.445683333333333
99708C169C1933F1,member,5.582883333333333
819F75253F45AE30,member,50.84638333333333
343014D80EEF86C2,member,17.42885
A35DB934BC98322A,member,1.4670666666666667
F8E69A998BE06336,member,14.162783333333334
64F36B9AADE948C0,member,20.39176666666667
0884F68C2F86D777,casual,40.13941666666666
A18EC855743A5E03,member,4.31715
0A18EB1ADC7FBA60,member,4.031883333333334
AC07642EBE2C7FBD,member,2.1422833333333333
10A4C2674416918F,member,2.57335
BFCF59063ADDA3A0,member,22.82203333333333
458D75C5C3DEB8CC,member,12.7009
CF2DBFE994AE5972,member,4.71445
C8C1A955DA3A4287,member,21.89258333333333
5F4CDC54A19F6120,member,9.94675
063518184DC776DF,member,10.406083333333331
F14BECC83AAA23D8,member,11.011383333333333
0FF90CA34B1539C7,member,9.808866666666669
67879B0CD492E748,member,11.812016666666668
3F1D16BE4F8AFF3D,casual,13.510583333333331
8CB260848B3E433E,member,11.70875
F1D5101BE3405B4E,member,1.1023166666666666
3C093A0B9CF2E627,casual,8.595466666666665
55987C9BCC510012,member,8.379733333333332
C88D6ED7E3360278,member,4.867450000000001
CE1DB9AE6F1C677D,casual,19.89271666666667
33DE1079059DE74B,casual,6.6745833333333335
BEC22EA49477A476,member,35.7084
3DA74D03E742B254,member,2.5629166666666667
F4A96FF2EF157CC6,casual,28.839683333333333
0EC141C32B28BC1C,casual,14.1154
78886B142B6BB733,member,19.5465
AB6E6E76BE95A929,casual,100.6314
EC2C06B372C4B3C4,member,22.645716666666665
CD78F8FCE3B3C160,member,11.71495
93A3218D069A82A0,casual,5.3567833333333335
4AA3CC9D16621571,member,38.09066666666667
AFD8AF912584E5F6,member,10.401833333333334
45C522AEF78EECD1,member,33.7232
E5F5DBF7AC9A4B88,member,2.84665
BED96DE6E28BD79C,member,13.138433333333332
E40E026FDD597290,casual,6.9122
A96F57D398CBEB04,member,8.9264
48FCDD4373FBDA07,member,15.366633333333334
61CAE95E30359229,casual,63.97575
5360BA651DBEE64C,member,4.846500000000001
CE706C9813DF8178,casual,18.99973333333333
2F32EBD4A65CD60F,casual,5.15535
494C0EBE6588DCDD,casual,5.989966666666667
9AA034B38E3259E6,member,1.2749
FBDDBCB4590E91E9,member,10.040333333333333
0A69EBE6F95334EE,member,5.691199999999999
CA81E185E5B37A24,member,58.57868333333333
CB39B15376201C20,member,7.606816666666666
68E9E122B4809699,member,8.24815
3D7EE032F5B968F8,member,16.0621
D2FD4B1CFDA64038,member,4.8644
5DA08EB1397D798D,casual,23.112216666666665
26AB5FC1AB1665A2,member,12.20425
65003BCCC574D494,member,38.78916666666667
C6F2E86FE681A7CF,member,46.76725
8FBADFB274838DBD,member,23.58103333333333
A98AA23586640F0E,member,17.564716666666666
F58909829BC25DC7,member,35.93116666666666
DC05EF07956761CA,member,22.5815
110F4FCCCFA50DEF,member,9.0069
FFE76CED9EE8ACCC,member,4.43505
DFF7B04A8635E4A9,member,8.523233333333334
09086264C7F37EE2,member,21.86283333333333
7A0CDC422406BF28,member,23.13873333333333
7BEC2C92F0642AFA,member,18.80445
D573C1FB008459AD,member,45.55176666666667
72958EA43B9E66B3,member,11.721933333333334
A5C33ED5F1EC4C10,casual,41.27621666666666
3B1287F3779429D0,member,17.899383333333333
B841526555D79D58,casual,18.289683333333336
4346FE45553877DA,member,21.518183333333333
6A78A9E4D1B46091,member,5.4037
BFCD5D7B4312A59C,member,8.614666666666666
0B18B4BB49A21666,member,22.31525
2B1B547A591BC571,casual,3.478266666666667
D01D5451C9AB8936,member,18.3551
A13877E351208FBF,member,13.733583333333334
2FE86676BCC147CB,member,8.8897
D63B6CD58974ACBC,casual,10.625133333333334
4E752CC0DEECCBAE,member,10.6789
61E6A81615EB5F5C,member,19.4008
48665D831BC2F7BD,casual,14.009483333333332
DEC9D356AFE4B1AB,member,27.07251666666667
F005DDB9FB1C8273,member,14.527
6597862D79FEC0AB,member,14.645233333333334
BBE649AC3CF2D085,member,3.520883333333333
52EE4E7796D720F9,casual,32.548883333333336
BF2AF024CD5519DD,member,13.019166666666669
290BEB64CA66B132,member,14.533666666666669
1D1772F722281BFA,member,3.839283333333333
5090CE757AAD63DF,member,8.006633333333333
8D43A9AE64699146,member,5.839766666666667
12BBC656DBE145CD,member,9.4832
C89B6531231DF88C,member,11.9827
628C9BCA9812D906,member,4.988766666666667
7F7ED53109F3267D,casual,10.068416666666668
FD471C8C57738652,member,13.951716666666666
2034CC19DD6D3C53,casual,7.08815
E3F2DEFC3E4D3B5E,casual,13.315516666666667
BA1C98CADB86D6B2,member,7.8153
CA8958BF6D6B8CB4,member,20.59691666666667
96B4809A3BC5947B,member,31.54168333333333
B54A3AEFD0F1D672,member,10.90095
7F771B402C580956,member,2.8334166666666665
1A93482626E4842B,member,8.4339
4E4EA2E55B536100,casual,8.496083333333333
DE047AFBFB04BFA0,member,11.232133333333334
4BF349E549685B97,member,13.425633333333334
1400BD20F7F8E362,member,11.39055
8EE37A2948E6F80B,member,5.649816666666666
33F9741F91FBC786,member,12.671433333333333
0421647DD1181626,member,38.24271666666667
BDD1BB192CEE5AF4,member,14.512166666666667
E501EF7D4DF533C4,member,43.39926666666667
68241D18515EE991,casual,9.79685
489A2B1A889C08A7,casual,34.58701666666666
FBD285CE50A70DDA,member,6.0779
D633866E62C13D35,member,40.0849
8C7930D84C7E3293,member,3.738483333333333
729B57CAB89524C6,member,22.40925
480D2C6230AB3090,member,35.57021666666667
B549B51D4865EE4C,casual,18.86276666666667
737BE232372797D6,member,23.435983333333336
B6C97A3B1F52D61F,member,5.91855
B40B9E6ACF85D3E4,member,4.602466666666667
585EE01771EC7CFA,member,8.803216666666666
0B0C782D18ED312B,member,15.0041
DD669C6DA1F980A3,member,21.68616666666667
8778C37E6D35F287,member,4.620083333333333
445BAD4A3C7474D1,casual,50.79893333333334
1A5622BF84E5F3B1,member,23.26005
3168664F8734D9B7,member,1.81545
769DAE9FCA209D10,casual,5.038966666666667
4B2B73919DF409F9,casual,6.1685
93564B01262F4AC8,member,9.617133333333332
B9D47521E653E76A,member,3.85415
1BAE28BED164C6C9,member,14.984883333333332
35764CAC6AA53B1D,member,12.720166666666668
8881264D1329EE6D,casual,32.12148333333333
83ACE598E9D1D539,member,9.550733333333334
2ECB4CA242BFAD84,member,63.011966666666666
AD6C217B79E011EA,member,9.932266666666669
B784F0DC70E8AFF0,member,3.3022666666666667
3E84284A66E3ED6A,casual,21.398000000000003
A1296B39CBC98531,member,6.872916666666667
1487C68D036CCB4A,member,8.7425
37B48910C2A90F13,member,12.792183333333332
B02D5FCD3FD1CFCF,member,3.86315
DBF18629EE80163A,casual,14.918683333333332
27F8AB36C1CDA66B,casual,6.128583333333333
7BD6352C0243DD34,member,2.5997
ACF62E0EFD648D78,member,8.924433333333333
653697D5E5B9F503,member,5.642733333333334
D6C3F5DB723ACD5B,member,17.56925
B707CBD3C51ADADE,casual,20.579183333333333
E6575E955CF233CB,member,19.18058333333333
B270335D540FD23F,member,7.985816666666667
8A5865E764E759CB,member,10.99755
6F9D56A0816F70E8,member,11.985116666666666
7AA93A798BF2B0EC,casual,84.40963333333335
F3753FC8EE315B4B,member,3.299516666666667
0EDFFFF7DECA210B,member,3.028766666666667
D951950039EC5765,member,1.3966333333333334
F9A47CBA243CDE0C,casual,7.3824
525CBE3AD7F5BF94,member,11.783666666666669
632C0477F2838EC2,casual,8.210883333333333
43C8C8A29C2B14D5,member,13.133666666666668
135D1672D52DA919,member,8.575633333333334
E3FC1E114B87AEE5,member,3.2419
5F54BD6A4AA6A071,member,12.944166666666666
C971D9FECBB0174A,member,11.51595
FF5C1CBE6B433583,member,4.277283333333333
B58409E1F7E632C7,member,8.462533333333333
3ED94C3C8B7A7BA5,casual,5.794449999999999
DDFD7D09F8404DD3,member,2.0959666666666665
6101800C8BF3F6FE,member,1.1586833333333333
4A1326BE8129632E,casual,30.797933333333333
1313211DB1DDC509,member,8.31155
C980FB01F6D6201D,casual,7.246433333333333
2DC47E67F9F8CEC1,casual,9.292883333333332
32BDE0C708D3E928,member,3.6770833333333335
1981F14EE14349A9,member,6.60985
6025ACFAF9EFC5FA,member,5.085033333333333
A6F335FB1CC03D67,casual,16.03165
7E3B81D170414399,member,31.948083333333333
5A956202882A7015,member,15.857683333333334
352852D759DBC022,member,8.089533333333334
1889634E48924AFF,member,2.0981666666666667
6873E1CCC8C405A8,member,12.694983333333331
7CC4FC6ED809C7FA,member,10.924366666666666
B5225457FD909A23,member,2.09265
E335CD01097737E6,member,3.703083333333333
DCFCBF6CC0F64E8E,member,4.4183666666666666
83745B4A1B313A80,member,5.840466666666667
0A9F06A8B1ECF431,member,3.1375
92C9E46B0CAF9FD2,member,2.6474333333333333
8F24BE3885172DBA,casual,40.07215
EBDA2DD465430991,member,20.47523333333333
DEB95215AB27C76C,member,23.005
4D8F892FC54F6385,casual,11.971216666666669
27AD510F8314FC1C,casual,26.18563333333333
16D0AC59AC0999DD,casual,23.746433333333336
0712C14B518EB60E,member,6.570366666666667
ACBC9A5DAFFC4FF5,member,6.643816666666667
9B0058706BF91B92,member,3.32965
BEEA68B852BDAF42,member,22.01168333333333
49FF9123E1DF0F58,member,3.2966333333333333
D47C4E25B058A7D6,member,7.447166666666666
2C3200E2C4B9D293,member,16.98455
A4F5EE73D963DF23,member,10.230383333333332
B7619E7985A972D2,member,4.154766666666666
D1B86FF23153201E,member,34.34603333333334
ABE260F0085E435F,member,31.82035
C800C383BCDE2F00,member,18.550416666666667
CD44CE56882AEF99,member,4.194383333333334
781590E0726CBDA4,member,4.2374833333333335
A73670BD5820312F,casual,6.3254166666666665
43F91FFD8C09DF15,casual,6.96305
6D17E6C4D3F1AF09,member,6.419700000000001
43982562D3F2CE05,member,15.297333333333334
A0D0F42A66A8CFEE,member,9.70955
C698DD40A81DE46C,casual,11.324233333333332
A18AE66F8421C28F,member,9.11905
671B4B97A73A3EDE,member,7.03985
4EE96AF47738F0CB,casual,20.3977
5B36A40592E14F0A,casual,7.480233333333333
BD272B6ECD84A346,member,16.943583333333333
59F063C0B87E33DE,member,9.783333333333331
46EF732342814443,member,8.188016666666666
9F1D4EBF61C6D494,member,27.81365
3292CFC616CDC317,member,5.117666666666667
8CB68470E5D7F8D7,member,3.302666666666666
1C4BE6BBA818464F,member,4.31145
C6235D5FD4D9BC08,casual,20.410966666666663
23A46E1C18699EA0,member,4.897833333333334
07C485AB7E7516D4,member,2.3135666666666665
10373B62BB6E8A1B,member,6.4618
1AECD674CAFBEB29,member,5.668183333333333
1FA6785919759CE6,member,6.699466666666667
77BB647218967783,member,6.7915833333333335
